Website,URL,Color,Category,Percent
Facebook,http://www.facebook.com,#EBB94A,Social Media,2%
Facebook,http://www.facebook.com,#9CAAC7,Social Media,1%
Facebook,http://www.facebook.com,#9FADC9,Social Media,1%
Facebook,http://www.facebook.com,#6078A7,Social Media,1%
Facebook,http://www.facebook.com,#CC6F37,Social Media,1%
Facebook,http://www.facebook.com,#7C90B3,Social Media,1%
Facebook,http://www.facebook.com,#8396BE,Social Media,1%
Facebook,http://www.facebook.com,#5B74A9,Social Media,1%
Flickr,https://www.flickr.com,#06566C,Social Media,32%
Flickr,https://www.flickr.com,#0C4C5C,Social Media,22%
Flickr,https://www.flickr.com,#18697E,Social Media,15%
Flickr,https://www.flickr.com,#075E7A,Social Media,11%
Flickr,https://www.flickr.com,#256674,Social Media,5%
Flickr,https://www.flickr.com,#4D7379,Social Media,3%
Flickr,https://www.flickr.com,#547E82,Social Media,2%
Flickr,https://www.flickr.com,#3D7D90,Social Media,2%
Flickr,https://www.flickr.com,#598E9A,Social Media,2%
Flickr,https://www.flickr.com,#247793,Social Media,2%
Flickr,https://www.flickr.com,#719698,Social Media,2%
Flickr,https://www.flickr.com,#52828F,Social Media,2%
Tim Hortons,http://www.timhortons.com,#CD6F78,Food,97%
Tim Hortons,http://www.timhortons.com,#AC1C2C,Food,3%
Tim Hortons,http://www.timhortons.com,#BB4052,Food,0%
Tim Hortons,http://www.timhortons.com,#AB1E2C,Food,0%
Tim Hortons,http://www.timhortons.com,#AB1E2C,Food,0%
Tim Hortons,http://www.timhortons.com,#AB1D2B,Food,0%
Tim Hortons,http://www.timhortons.com,#AF2A3C,Food,0%
Tim Hortons,http://www.timhortons.com,#AB1E2C,Food,0%
Tim Hortons,http://www.timhortons.com,#AB1D2C,Food,0%
Tim Hortons,http://www.timhortons.com,#A9192D,Food,0%
Tim Hortons,http://www.timhortons.com,#C96E77,Food,0%
Tim Hortons,http://www.timhortons.com,#D07A87,Food,0%
VK,http://www.vk.com,#56789C,Social Media,35%
VK,http://www.vk.com,#4F7094,Social Media,31%
VK,http://www.vk.com,#6383A8,Social Media,22%
VK,http://www.vk.com,#2F597D,Social Media,3%
VK,http://www.vk.com,#7B96B0,Social Media,2%
VK,http://www.vk.com,#A0B1C4,Social Media,1%
VK,http://www.vk.com,#B3C4D1,Social Media,1%
VK,http://www.vk.com,#D89574,Social Media,1%
VK,http://www.vk.com,#A06E55,Social Media,1%
VK,http://www.vk.com,#5A799A,Social Media,1%
VK,http://www.vk.com,#A19F64,Social Media,1%
VK,http://www.vk.com,#799D55,Social Media,1%
Wells Fargo ,https://www.wellsfargo.com,#739609,Financial,48%
Wells Fargo ,https://www.wellsfargo.com,#36689A,Financial,10%
Wells Fargo ,https://www.wellsfargo.com,#AC4A3F,Financial,8%
Wells Fargo ,https://www.wellsfargo.com,#745F43,Financial,5%
Wells Fargo ,https://www.wellsfargo.com,#9DA060,Financial,5%
Wells Fargo ,https://www.wellsfargo.com,#547EAB,Financial,5%
Wells Fargo ,https://www.wellsfargo.com,#E88E71,Financial,4%
Wells Fargo ,https://www.wellsfargo.com,#CA5443,Financial,4%
Wells Fargo ,https://www.wellsfargo.com,#CCB09E,Financial,3%
Wells Fargo ,https://www.wellsfargo.com,#9AB2CB,Financial,3%
Wells Fargo ,https://www.wellsfargo.com,#7093C7,Financial,3%
Wells Fargo ,https://www.wellsfargo.com,#6E92B4,Financial,2%
Wells Fargo ,https://www.wellsfargo.com,#739609,Financial,48%
Wells Fargo ,https://www.wellsfargo.com,#36689A,Financial,10%
Wells Fargo ,https://www.wellsfargo.com,#AC4A3F,Financial,8%
Wells Fargo ,https://www.wellsfargo.com,#745F43,Financial,5%
Wells Fargo ,https://www.wellsfargo.com,#9DA060,Financial,5%
Wells Fargo ,https://www.wellsfargo.com,#547EAB,Financial,5%
Wells Fargo ,https://www.wellsfargo.com,#E88E71,Financial,4%
Wells Fargo ,https://www.wellsfargo.com,#CA5443,Financial,4%
Wells Fargo ,https://www.wellsfargo.com,#CCB09E,Financial,3%
Wells Fargo ,https://www.wellsfargo.com,#9AB2CB,Financial,3%
Wells Fargo ,https://www.wellsfargo.com,#7093C7,Financial,3%
Wells Fargo ,https://www.wellsfargo.com,#6E92B4,Financial,2%
WhatsApp,http://www.whatsapp.com,#304744,Social Media,54%
WhatsApp,http://www.whatsapp.com,#354D4A,Social Media,14%
WhatsApp,http://www.whatsapp.com,#51AE36,Social Media,12%
WhatsApp,http://www.whatsapp.com,#65C83E,Social Media,7%
WhatsApp,http://www.whatsapp.com,#557270,Social Media,5%
WhatsApp,http://www.whatsapp.com,#52ACD8,Social Media,3%
WhatsApp,http://www.whatsapp.com,#79999B,Social Media,2%
WhatsApp,http://www.whatsapp.com,#DA9D85,Social Media,1%
WhatsApp,http://www.whatsapp.com,#99DA89,Social Media,1%
WhatsApp,http://www.whatsapp.com,#92D1EB,Social Media,1%
WhatsApp,http://www.whatsapp.com,#95ADD7,Social Media,0%
WhatsApp,http://www.whatsapp.com,#D2B0C6,Social Media,0%
WordPress,https://wordpress.com,#1E8CBE,Service/Professional,83%
WordPress,https://wordpress.com,#0073A5,Service/Professional,13%
WordPress,https://wordpress.com,#005684,Service/Professional,2%
WordPress,https://wordpress.com,#429EC8,Service/Professional,1%
WordPress,https://wordpress.com,#006291,Service/Professional,1%
WordPress,https://wordpress.com,#81BFDB,Service/Professional,0%
WordPress,https://wordpress.com,#6FB5D5,Service/Professional,0%
WordPress,https://wordpress.com,#55A8CE,Service/Professional,0%
WordPress,https://wordpress.com,#5FADD0,Service/Professional,0%
WordPress,https://wordpress.com,#90C5DD,Service/Professional,0%
WordPress,https://wordpress.com,#6CB3D4,Service/Professional,0%
WordPress,https://wordpress.com,#9BCCE2,Service/Professional,0%
LinkedIn,https://www.linkedin.com,#513934,Service/Professional,21%
LinkedIn,https://www.linkedin.com,#A4615C,Service/Professional,12%
LinkedIn,https://www.linkedin.com,#734A3F,Service/Professional,9%
LinkedIn,https://www.linkedin.com,#6A5F54,Service/Professional,8%
LinkedIn,https://www.linkedin.com,#9B7253,Service/Professional,8%
LinkedIn,https://www.linkedin.com,#D19E7A,Service/Professional,8%
LinkedIn,https://www.linkedin.com,#A4A168,Service/Professional,6%
LinkedIn,https://www.linkedin.com,#CFAF98,Service/Professional,6%
LinkedIn,https://www.linkedin.com,#D16F6A,Service/Professional,6%
LinkedIn,https://www.linkedin.com,#346AA9,Service/Professional,6%
LinkedIn,https://www.linkedin.com,#086A9B,Service/Professional,5%
LinkedIn,https://www.linkedin.com,#7C9A42,Service/Professional,5%
Yahoo,http://www.yahoo.com,#3450E1,Search Engine,30%
Yahoo,http://www.yahoo.com,#643EA0,Search Engine,25%
Yahoo,http://www.yahoo.com,#A26E55,Search Engine,9%
Yahoo,http://www.yahoo.com,#754938,Search Engine,6%
Yahoo,http://www.yahoo.com,#353279,Search Engine,5%
Yahoo,http://www.yahoo.com,#556FE8,Search Engine,4%
Yahoo,http://www.yahoo.com,#697EEC,Search Engine,4%
Yahoo,http://www.yahoo.com,#A2A8EF,Search Engine,4%
Yahoo,http://www.yahoo.com,#CE9576,Search Engine,4%
Yahoo,http://www.yahoo.com,#7793EF,Search Engine,3%
Yahoo,http://www.yahoo.com,#AAA0A0,Search Engine,3%
Yahoo,http://www.yahoo.com,#C57D5E,Search Engine,3%
YouTube,https://www.youtube.com,#B4211C,Entertainment,17%
YouTube,https://www.youtube.com,#763C2F,Entertainment,14%
YouTube,https://www.youtube.com,#972A1E,Entertainment,13%
YouTube,https://www.youtube.com,#CA4C34,Entertainment,9%
YouTube,https://www.youtube.com,#4E91C8,Entertainment,8%
YouTube,https://www.youtube.com,#786E4E,Entertainment,8%
YouTube,https://www.youtube.com,#95744D,Entertainment,6%
YouTube,https://www.youtube.com,#CDA366,Entertainment,5%
YouTube,https://www.youtube.com,#556C65,Entertainment,5%
YouTube,https://www.youtube.com,#365274,Entertainment,5%
YouTube,https://www.youtube.com,#A27A6A,Entertainment,5%
YouTube,https://www.youtube.com,#A5966E,Entertainment,5%
